,Price,Local,Surface,Bathroom,Floor
6175,€ 590.000,5+ ,160,3 ,Ultimo
6176,€ 320.000,3 ,80,2 ,Ultimo
6177,€ 400.000,5 ,127,2 ,Ultimo
6179,€ 145.000,2 ,70,1 ,3
6180,€ 280.000,3 ,80,2 ,Ultimo
6181,€ 239.000,2 ,75,1 ,Piano terra
6182,€ 550.000,5+ ,190,2 ,3
6183,€ 355.000,3 ,75,1 ,Ultimo
6184,€ 229.000,3 ,95,1 ,Piano terra
6185,€ 195.000,3 ,92,1 ,Piano terra
6186,€ 340.000,4 ,115,2 ,4
6187,€ 149.000,2 ,66,1 ,3
6188,€ 289.000,3 ,130,1 ,Seminterrato
6189,€ 160.000,4 ,110,1 ,1
6190,€ 430.000,3 ,145,2 ,6
6191,€ 199.000,3 ,86,1 ,2
6192,€ 900.000,5 ,178,2 ,Piano terra
6193,€ 950.000,4 ,135,2 ,Ultimo
6195,€ 520.000,5 ,163,2 ,Ultimo
6196,€ 270.000,3 ,99,1 ,2
6197,€ 195.000,3 ,90,2 ,Ultimo
6198,€ 929.000,5 ,195,2 ,3
6201,€ 185.000,2 ,65,1 ,1
6202,€ 830.000,5+ ,190,2 ,Piano rialzato
6203,€ 620.000,3 ,80,2 ,4
6204,€ 1.150.000,4 ,130,2 ,3
6205,€ 620.000,5 ,110,2 ,2
6206,€ 390.000,5+ ,140,2 ,1
6207,€ 418.000,4 ,100,2 ,1
6208,€ 390.000,4 ,150,3 ,Ultimo
6209,€ 295.000,4 ,301,2 ,Piano terra
6210,€ 360.000,3 ,80,1 ,2
6211,€ 395.000,4 ,145,2 ,1
6212,€ 368.000,4 ,137,2 ,4
6213,€ 495.000,5+ ,189,3 ,Piano rialzato
6215,€ 294.066,4 ,146,1 ,2
6216,€ 390.000,4 ,110,1 ,5
6217,€ 439.000,3 ,142,2 ,1
6218,€ 415.000,5 ,110,1 ,1
6219,€ 495.000,4 ,105,2 ,1
6220,€ 475.000,3 ,93,2 ,3
6221,€ 279.000,3 ,86,1 ,3
6222,€ 365.000,4 ,100,2 ,Ultimo
6223,€ 310.000,2 ,46,1 ,3
6224,€ 230.000,2 ,85,1 ,3
6225,€ 199.000,2 ,63,1 ,1
6226,€ 235.000,3 ,133,2 ,3
6227,€ 170.000,2 ,61,1 ,4
6228,€ 225.000,5 ,120,2 ,3
6229,€ 470.000,2 ,70,1 ,3
6230,€ 479.000,4 ,140,2 ,2
6231,€ 130.000,3 ,70,1 ,Ultimo
6232,€ 399.000,3 ,110,1 ,2
6233,€ 158.000,3 ,68,1 ,Piano terra
6234,€ 720.000,5+ ,168,2 ,Piano rialzato
6235,€ 270.000,3 ,83,1 ,3
6236,€ 175.000,4 ,70,1 ,2
6238,€ 350.000,3 ,85,1 ,3
6239,€ 365.000,4 ,126,2 ,4
6240,€ 165.000,3 ,81,1 ,2
6241,€ 265.000,3 ,100,2 ,4
6242,€ 445.000,5+ ,150,2 ,Piano terra
6243,€ 750.000,3 ,100,1 ,5
6245,€ 185.000,5 ,80,1 ,2
6247,€ 289.000,5 ,120,1 ,Ultimo
6248,€ 145.000,1 ,25,1 ,Piano terra
6250,€ 2.200.000,5 ,200,2 ,Ultimo
6252,€ 119.000,2 ,25,1 ,Piano rialzato
6253,€ 149.000,2 ,50,1 ,Ultimo
6254,€ 240.000,3 ,75,2 ,Piano terra
6256,€ 159.000,3 ,65,1 ,1
6257,€ 280.000,2 ,80,1 ,2
6258,€ 425.000,4 ,128,2 ,1
6259,€ 249.000,4 ,100,2 ,2
6260,€ 1.200.000,5 ,255,3+ ,10
6261,€ 359.000,4 ,120,2 ,1
6262,€ 1.860.000,5+ ,360,3+ ,4
6263,€ 315.000,3 ,80,1 ,2
6264,€ 215.000,3 ,42,1 ,Piano terra
6265,€ 165.000,3 ,56,1 ,2
6266,€ 439.000,5+ ,178,2 ,5
6267,€ 229.000,4 ,127,2 ,1
6268,€ 670.000,5 ,150,2 ,Ultimo
6269,€ 130.000,3 ,75,1 ,2
6272,€ 215.000,3 ,85,1 ,Piano rialzato
6273,€ 225.000,1 ,47,1 ,2
6275,€ 690.000,5 ,130,1 ,3
6276,€ 195.000,3 ,69,1 ,1
6277,€ 119.000,3 ,95,1 ,1
6278,€ 165.000,3 ,95,1 ,1
6279,€ 65.000,2 ,57,1 ,1
6280,€ 160.000,2 ,49,1 ,1
6282,€ 395.000,3 ,120,2 ,3
6284,€ 2.100.000,5 ,300,3+ ,2
6285,€ 215.000,3 ,165,2 ,1
6286,€ 1.323.000,5+ ,284,3 ,2
6287,€ 119.000,1 ,35,1 ,Piano terra
6289,€ 139.000,4 ,65,1 ,3
6290,€ 185.000,2 ,70,1 ,6
6291,€ 309.000,4 ,80,1 ,Piano terra
6292,€ 370.000,3 ,105,2 ,1
6293,€ 518.000,5 ,141,2 ,Ultimo
6294,€ 339.000,3 ,90,1 ,2
6295,€ 720.000,5+ ,185,2 ,2
6296,€ 1.490.000,5+ ,237,3+ ,5
6297,€ 229.000,3 ,90,1 ,Piano terra
6298,€ 179.000,3 ,82,2 ,1
6300,€ 150.000,2 ,60,1 ,1
6302,€ 280.000,3 ,144,2 ,Ultimo
6303,€ 349.000,4 ,110,2 ,2
6305,€ 169.000,3 ,75,1 ,2
6306,€ 660.000,5 ,129,2 ,1
6307,€ 590.000,5 ,194,3 ,Piano terra
6308,€ 255.000,4 ,97,1 ,3
6309,€ 365.000,3 ,80,1 ,2
6310,€ 285.000,2 ,60,1 ,2
6311,€ 359.000,5 ,85,2 ,6
6312,€ 159.000,2 ,80,1 ,Piano terra
6313,€ 220.000,3 ,110,2 ,1
6314,€ 365.000,4 ,120,2 ,2
6315,€ 230.000,2 ,88,1 ,Ultimo
6316,€ 685.000,5+ ,210,3 ,1
6317,€ 198.000,3 ,88,1 ,1
6320,€ 359.000,3 ,90,2 ,1
6322,€ 360.000,4 ,130,2 ,Ultimo
6323,€ 535.000,5+ ,180,3 ,2
6324,€ 299.000,3 ,107,1 ,2
6325,€ 150.000,1 ,45,1 ,6
6327,€ 295.000,3 ,85,1 ,Piano rialzato
6328,€ 458.000,5 ,150,2 ,5
6329,€ 145.000,3 ,70,1 ,3
6330,€ 190.000,2 ,70,1 ,1
6332,€ 470.000,4 ,170,3 ,1
6333,€ 890.000,5 ,165,2 ,3
6334,€ 99.000,2 ,45,1 ,Ultimo
6336,€ 445.000,4 ,90,1 ,7
6337,€ 210.000,5 ,75,2 ,3
6338,€ 249.000,4 ,128,2 ,3
6339,€ 235.000,4 ,108,2 ,2
6340,€ 299.000,3 ,100,1 ,4
6341,€ 150.000,1 ,30,1 ,Seminterrato
6342,€ 1.290.000,5+ ,185,2 ,Ultimo
6343,€ 530.000,4 ,220,3+ ,Ultimo
6345,€ 1.390.000,5 ,245,3 ,Ultimo
6346,€ 485.000,5 ,115,2 ,2
6347,€ 390.000,3 ,90,2 ,7
6348,€ 97.000,2 ,38,1 ,Seminterrato
6349,€ 289.000,3 ,80,1 ,4
6351,€ 340.000,2 ,63,1 ,2
6352,€ 155.000,3 ,80,1 ,1
6354,€ 185.000,3 ,66,1 ,Piano rialzato
6355,€ 485.000,5 ,140,2 ,3
6356,€ 320.000,2 ,60,1 ,Piano terra
6357,€ 145.000,1 ,40,1 ,Piano rialzato
6358,€ 249.000,4 ,100,1 ,3
6359,€ 530.000,5 ,150,2 ,4
6360,€ 209.000,3 ,84,2 ,6
6362,€ 380.000,3 ,80,2 ,Ultimo
6363,€ 169.000,3 ,65,2 ,Piano rialzato
6364,€ 210.000,3 ,75,1 ,Piano rialzato
6366,€ 195.000,3 ,94,1 ,Ultimo
6367,€ 159.000,3 ,54,1 ,2
6368,€ 239.000,3 ,100,1 ,3
6369,€ 295.000,4 ,120,1 ,1
6370,€ 358.000,4 ,120,2 ,Ultimo
6372,€ 459.000,5 ,140,2 ,Piano terra
6373,€ 165.000,2 ,61,1 ,2
6374,€ 259.000,3 ,84,2 ,6
6375,€ 280.000,3 ,115,2 ,1
6376,€ 340.000,3 ,100,1 ,4
6377,€ 945.000,3 ,129,2 ,Ultimo
6378,€ 520.000,5 ,140,2 ,2
6379,€ 305.000,4 ,120,2 ,4
6380,€ 1.580.000,5+ ,250,3+ ,Ultimo
6383,€ 115.000,2 ,45,1 ,Piano terra
6384,€ 650.000,3 ,120,2 ,3
6385,€ 279.000,3 ,90,2 ,Piano terra
6386,€ 265.000,4 ,120,1 ,5
6387,€ 114.000,2 ,44,1 ,Piano terra
6388,€ 218.000,3 ,85,2 ,2
6389,€ 420.000,3 ,139,2 ,Piano terra
6391,€ 1.350.000,5+ ,179,3 ,1
6392,€ 990.000,5+ ,183,3+ ,4
6393,€ 400.000,3 ,105,1 ,1
6394,€ 170.000,2 ,55,1 ,3
6402,€ 359.000,3 ,113,2 ,2
6403,€ 240.000,4 ,105,2 ,3
6404,€ 149.000,1 ,45,1 ,1
6405,€ 369.000,4 ,130,2 ,2
6406,€ 498.000,3 ,92,2 ,5
6407,€ 650.000,4 ,120,2 ,3
6408,€ 1.040.000,5 ,180,3+ ,5
6410,€ 515.000,5+ ,230,3 ,5
6411,€ 1.490.000,5+ ,315,3 ,2
6412,€ 268.000,3 ,85,2 ,4
6413,€ 290.000,3 ,101,2 ,2
6414,€ 99.000,2 ,40,1 ,Piano terra
6415,€ 155.000,3 ,90,1 ,1
6416,€ 299.000,4 ,110,2 ,1
6417,€ 255.000,3 ,100,1 ,2
6418,€ 198.000,2 ,57,1 ,Piano terra
6419,€ 199.000,2 ,70,1 ,Piano terra
6420,€ 490.000,3 ,120,2 ,Ultimo
6421,€ 259.000,2 ,54,1 ,2
6422,€ 690.000,5+ ,175,2 ,4
6423,€ 159.000,3 ,80,2 ,1
6424,€ 299.000,3 ,85,2 ,1
6426,€ 448.000,4 ,130,2 ,3
6427,€ 65.000,2 ,50,1 ,5
6428,€ 1.380.000,3 ,200,3 ,3
6429,€ 1.100.000,5+ ,250,3+ ,2
6430,€ 599.000,4 ,152,2 ,6
6431,€ 139.000,1 ,38,1 ,3
6432,€ 139.000,3 ,74,1 ,2
6433,€ 290.000,3 ,103,2 ,6
6434,€ 345.000,4 ,115,2 ,Piano terra
6435,€ 230.000,4 ,145,1 ,3
6436,€ 254.000,3 ,81,1 ,1
6439,€ 150.000,4 ,60,1 ,Piano terra
6440,€ 259.000,3 ,80,1 ,4
6441,€ 270.000,4 ,90,2 ,3
6442,€ 209.000,2 ,60,1 ,1
6443,€ 990.000,5+ ,223,3 ,4
6444,€ 270.000,3 ,70,1 ,Piano terra
6445,€ 239.000,3 ,64,1 ,1
6446,€ 215.000,3 ,62,1 ,1
6447,€ 250.000,2 ,70,1 ,3
6448,€ 390.000,3 ,85,1 ,4
6449,€ 740.000,5+ ,170,2 ,2
6450,€ 145.000,3 ,75,1 ,3
6452,€ 339.000,3 ,75,2 ,2
6453,€ 349.000,3 ,91,2 ,2
6455,€ 460.000,3 ,119,2 ,3
6456,€ 339.000,4 ,116,2 ,2
6457,€ 310.000,3 ,100,1 ,2
6459,€ 98.000,2 ,67,1 ,Piano terra
6460,€ 270.000,3 ,85,2 ,4
6461,€ 315.000,3 ,95,1 ,2
6465,€ 790.000,4 ,140,2 ,3
6468,€ 230.000,4 ,110,1 ,5
6470,€ 155.000,3 ,78,1 ,3
6471,€ 189.000,3 ,93,2 ,Piano rialzato
6472,€ 119.000,2 ,40,1 ,1
6473,€ 229.000,2 ,82,1 ,3
6474,€ 310.000,4 ,98,1 ,1
6475,€ 259.000,4 ,130,2 ,3
6476,€ 750.000,5+ ,165,2 ,1
6477,€ 239.000,2 ,70,1 ,Piano terra
6478,€ 253.000,3 ,95,2 ,1
6479,€ 450.000,4 ,100,2 ,4
6480,€ 185.000,3 ,75,2 ,Ultimo
6482,€ 209.000,3 ,90,1 ,3
6483,€ 165.000,3 ,95,1 ,2
6484,€ 499.000,5 ,127,2 ,Piano terra
6485,€ 168.000,2 ,75,1 ,5
6486,€ 197.000,2 ,75,1 ,6
6487,€ 105.000,2 ,60,1 ,Piano rialzato
6488,€ 129.000,1 ,45,1 ,Piano terra
6489,€ 139.000,2 ,65,2 ,Piano terra
6490,€ 199.000,3 ,79,1 ,3
6491,€ 235.000,2 ,60,1 ,Piano terra
6492,€ 340.000,2 ,95,1 ,2
6493,€ 359.000,5 ,140,2 ,1
6495,€ 155.000,2 ,55,1 ,Seminterrato
6496,€ 550.000,4 ,110,1 ,Ultimo
6497,€ 385.000,4 ,110,3 ,7
6498,€ 135.000,3 ,60,2 ,1
6499,€ 315.000,4 ,100,2 ,Ultimo
6500,€ 240.000,3 ,90,2 ,6
6504,€ 200.000,3 ,85,2 ,Piano rialzato
6505,€ 200.000,1 ,40,1 ,1
6506,€ 650.000,5 ,150,2 ,1
6507,€ 495.000,5 ,145,1 ,2
6508,€ 350.000,4 ,110,2 ,1
6509,€ 295.000,3 ,80,1 ,3
6510,€ 375.000,2 ,66,1 ,8
6511,€ 220.000,2 ,60,1 ,Piano rialzato
6512,€ 515.000,3 ,100,1 ,4
6513,€ 180.000,2 ,50,1 ,Piano terra
6514,€ 265.000,2 ,60,1 ,1
6517,€ 109.000,2 ,45,1 ,1
6519,€ 209.000,3 ,75,2 ,2
6520,€ 230.000,2 ,73,1 ,4
6521,€ 315.000,4 ,129,2 ,Piano terra
6522,€ 150.000,3 ,85,1 ,1
6524,€ 119.000,2 ,50,1 ,2
6525,€ 1.480.000,5+ ,200,3 ,4
6526,€ 245.000,3 ,74,1 ,3
6530,€ 160.000,2 ,45,1 ,2
6531,€ 199.000,3 ,87,1 ,Piano terra
6532,€ 465.000,4 ,133,1 ,6
6533,€ 150.000,2 ,56,1 ,Piano rialzato
6534,€ 575.000,3 ,100,2 ,4
6535,€ 160.000,2 ,62,1 ,2
6536,€ 165.000,3 ,55,1 ,Piano rialzato
6538,€ 249.000,4 ,88,1 ,1
6539,€ 355.000,5 ,150,2 ,2
6540,€ 315.000,4 ,130,2 ,Piano rialzato
6541,€ 550.000,3 ,115,2 ,6
6542,€ 139.000,2 ,52,1 ,1
6543,€ 1.450.000,5 ,220,2 ,1
6544,€ 390.000,3 ,70,2 ,2
6545,€ 570.000,5 ,140,2 ,3
6546,€ 189.000,3 ,85,2 ,1
6547,€ 570.000,4 ,130,2 ,7
6549,€ 270.000,3 ,92,2 ,2
6551,€ 489.000,4 ,120,2 ,1
6552,€ 369.000,4 ,146,2 ,2
6555,€ 460.000,4 ,140,2 ,1
6556,€ 800.000,5+ ,254,1 ,4
6557,€ 270.000,2 ,83,3 ,1
6559,€ 169.000,2 ,72,1 ,3
6562,€ 1.180.000,5+ ,190,2 ,1
6564,€ 360.000,3 ,84,2 ,Piano rialzato
6566,€ 590.000,5+ ,140,3 ,3
6567,€ 160.000,3 ,70,1 ,1
6568,€ 199.000,4 ,99,2 ,2
6570,€ 198.000,3 ,68,1 ,4
6571,€ 250.000,2 ,72,1 ,2
6572,€ 200.000,3 ,80,2 ,1
6573,€ 256.000,2 ,51,1 ,2
6574,€ 129.000,2 ,50,1 ,4
6575,€ 113.000,2 ,48,1 ,1
6576,€ 355.000,4 ,105,2 ,7
6577,€ 234.000,2 ,65,1 ,3
6578,€ 295.000,3 ,80,2 ,Piano terra
6579,€ 910.000,3 ,142,2 ,Piano terra
6580,€ 650.000,5 ,165,3 ,3
6581,€ 165.000,2 ,45,1 ,2
6583,€ 525.000,4 ,121,2 ,4
6584,€ 215.000,2 ,59,1 ,1
6585,€ 280.000,3 ,125,2 ,1
6586,€ 730.000,4 ,150,2 ,4
6587,€ 159.000,2 ,63,1 ,1
6589,€ 139.000,4 ,106,2 ,2
6590,€ 225.000,3 ,75,1 ,3
6591,€ 220.000,4 ,90,1 ,2
6592,€ 209.000,3 ,90,1 ,1
6593,€ 450.000,3 ,97,1 ,Ultimo
6594,€ 225.000,3 ,80,2 ,Piano rialzato
6595,€ 275.000,3 ,95,1 ,1
6596,€ 385.000,5 ,143,2 ,2
6597,€ 219.000,3 ,95,2 ,1
6600,€ 265.000,3 ,100,1 ,Ultimo
6601,€ 310.000,4 ,75,2 ,1
6602,€ 220.000,3 ,72,1 ,Seminterrato
6604,€ 2.680.000,5+ ,440,2 ,3
6605,€ 549.000,5 ,200,3 ,4
6606,€ 370.000,5+ ,148,2 ,1
6607,€ 230.000,3 ,110,1 ,2
6608,€ 220.000,3 ,75,1 ,2
6609,€ 365.000,3 ,77,1 ,Ultimo
6610,€ 690.000,5+ ,161,2 ,Piano terra
6611,€ 452.000,3 ,103,1 ,4
6612,€ 295.000,4 ,133,2 ,Piano terra
6613,€ 760.000,5 ,165,2 ,2
6614,€ 460.000,2 ,100,1 ,Piano terra
6615,€ 1.441.000,5 ,225,3 ,3
6616,€ 210.000,2 ,67,1 ,Piano terra
6617,€ 245.000,3 ,75,1 ,Piano terra
6618,€ 730.000,5+ ,200,3 ,6
6619,€ 265.000,3 ,98,2 ,3
6620,€ 209.000,2 ,50,1 ,2
6621,€ 380.000,4 ,126,2 ,2
6622,€ 269.000,4 ,124,2 ,3
6623,€ 495.000,4 ,110,2 ,4
6625,€ 545.000,3 ,100,2 ,3
6626,€ 359.000,2 ,95,1 ,2
6627,€ 715.000,4 ,180,2 ,Ultimo
6628,€ 86.000,2 ,49,1 ,2
6629,€ 150.000,2 ,58,1 ,2
6631,€ 165.000,3 ,100,2 ,4
6633,€ 280.000,4 ,124,2 ,Piano terra
6634,€ 580.000,5 ,100,2 ,4
6635,€ 950.000,5+ ,190,3 ,2
6637,€ 169.000,2 ,60,1 ,5
6638,€ 350.000,4 ,120,2 ,4
6639,€ 194.000,3 ,75,1 ,Piano rialzato
6640,€ 429.000,3 ,114,2 ,4
6641,€ 249.000,3 ,75,1 ,2
6643,€ 290.000,3 ,112,2 ,4
6644,€ 175.000,3 ,70,1 ,2
6645,€ 275.000,3 ,84,1 ,8
6647,€ 770.000,3 ,80,2 ,3
6648,€ 320.000,2 ,72,1 ,3
6649,€ 210.000,3 ,70,1 ,1
6650,€ 349.000,3 ,110,1 ,7
6651,€ 175.000,2 ,60,1 ,3
6652,€ 95.000,1 ,21,1 ,2
6653,€ 219.000,2 ,53,1 ,2
6654,€ 275.000,3 ,85,2 ,1
6655,€ 2.350.000,5+ ,330,3+ ,3
6656,€ 139.000,3 ,90,1 ,2
6657,€ 209.000,2 ,84,1 ,Ultimo
6658,€ 2.300.000,5+ ,230,3 ,4
6659,€ 215.000,3 ,99,1 ,Ultimo
6660,€ 159.000,3 ,63,1 ,1
6661,€ 270.000,3 ,82,1 ,2
6662,€ 680.000,4 ,155,3+ ,2
6663,€ 240.000,2 ,43,1 ,1
6665,€ 69.000,1 ,35,1 ,Ultimo
6666,€ 385.000,3 ,100,1 ,7
6667,€ 340.000,4 ,140,2 ,3
6668,€ 59.000,1 ,14,1 ,Piano terra
6669,€ 415.000,5 ,157,2 ,1
6671,€ 300.000,3 ,68,1 ,Piano terra
6672,€ 368.000,3 ,84,2 ,2
6673,€ 550.000,5 ,160,2 ,4
6674,€ 169.000,4 ,98,1 ,Piano rialzato
6675,€ 195.000,3 ,99,1 ,3
6677,€ 255.000,2 ,64,1 ,7
6679,€ 310.000,3 ,80,2 ,4
6680,€ 195.000,2 ,62,1 ,6
6681,€ 595.000,4 ,100,2 ,5
6682,€ 260.000,3 ,95,2 ,1
6683,€ 250.000,3 ,95,1 ,5
6684,€ 495.000,5 ,113,2 ,5
6686,€ 170.000,2 ,74,1 ,3
6687,€ 520.000,4 ,140,2 ,Piano terra
6688,€ 570.000,4 ,130,2 ,1
6689,€ 235.000,3 ,85,2 ,4
6690,€ 475.000,5 ,153,2 ,5
6691,€ 159.000,3 ,75,1 ,1
6692,€ 245.000,3 ,95,1 ,3
6693,€ 249.000,3 ,75,1 ,3
6694,€ 175.000,2 ,60,1 ,1
6695,€ 350.000,4 ,95,2 ,7
6696,€ 335.000,3 ,95,2 ,3
6697,€ 680.000,5+ ,160,3 ,1
6699,€ 445.000,3 ,105,2 ,2
6700,€ 240.000,3 ,75,2 ,4
6701,€ 150.000,2 ,40,1 ,3
6702,€ 290.000,3 ,96,1 ,4
6703,€ 240.000,2 ,75,2 ,1
6704,€ 165.000,2 ,50,1 ,2
6706,€ 130.000,2 ,40,1 ,2
6707,€ 930.000,5 ,165,2 ,Piano terra
6708,€ 205.000,2 ,60,1 ,1
6710,€ 740.000,5+ ,155,2 ,3
6711,€ 830.000,5 ,135,3 ,5
6712,€ 250.000,4 ,130,1 ,3
6713,€ 110.000,2 ,57,1 ,3
6714,€ 139.000,3 ,90,2 ,1
6715,€ 230.000,2 ,70,1 ,Piano terra
6716,€ 690.000,4 ,140,2 ,2
6717,€ 149.000,2 ,61,1 ,Piano terra
6718,€ 179.000,3 ,60,1 ,Piano terra
6719,€ 298.000,3 ,85,2 ,2
6721,€ 313.000,3 ,85,2 ,2
6722,€ 179.000,2 ,50,1 ,Piano terra
6723,€ 159.000,2 ,102,2 ,2
6726,€ 385.000,4 ,125,2 ,6
6727,€ 298.000,3 ,100,2 ,Ultimo
6728,€ 270.000,2 ,64,1 ,1
6729,€ 165.000,4 ,99,1 ,1
6731,€ 118.000,2 ,58,1 ,Piano terra
6732,€ 1.400.000,5+ ,261,3 ,2
6733,€ 1.400.000,5+ ,261,3 ,2
6734,€ 215.000,3 ,82,2 ,2
6735,€ 260.000,2 ,65,1 ,1
6736,€ 345.000,5+ ,140,2 ,Piano terra
6737,€ 225.000,2 ,55,1 ,3
6738,€ 265.000,4 ,100,2 ,2
6739,€ 329.000,2 ,55,1 ,3
6740,€ 179.000,2 ,75,1 ,3
6741,€ 225.000,2 ,55,1 ,1
6742,€ 445.000,5 ,166,3 ,Piano terra
6743,€ 245.000,1 ,47,1 ,10
6744,€ 145.000,2 ,50,1 ,Piano terra
6745,€ 690.000,5 ,176,2 ,4
6746,€ 298.000,3 ,70,1 ,3
6747,€ 175.000,1 ,40,1 ,Piano terra
6748,€ 275.000,3 ,106,2 ,2
6749,€ 485.000,5+ ,165,3 ,Piano terra
6751,€ 300.000,3 ,80,2 ,7
6752,€ 270.000,4 ,95,2 ,7
6753,€ 259.000,4 ,105,1 ,2
6754,€ 312.000,3 ,80,2 ,1
6755,€ 360.000,3 ,125,1 ,3
6756,€ 325.000,3 ,106,1 ,5
6758,€ 275.000,3 ,88,2 ,2
6759,€ 539.000,4 ,125,2 ,3
6760,€ 620.000,3 ,80,1 ,3
6761,PREZZO SU RICHIESTA,5+ ,185,2 ,5
6762,€ 199.000,2 ,65,1 ,Piano terra
6763,€ 530.000,4 ,125,1 ,Piano rialzato
6764,€ 300.000,3 ,90,1 ,1
6765,€ 199.000,2 ,80,1 ,2
6766,€ 230.000,3 ,80,1 ,5
6767,€ 405.000,4 ,150,2 ,4
6768,€ 249.000,4 ,90,1 ,1
6769,€ 228.000,3 ,110,2 ,2
6770,€ 830.000,5 ,162,2 ,1
6771,€ 515.000,4 ,125,1 ,Ultimo
6772,€ 360.000,2 ,50,1 ,2
6773,€ 435.000,3 ,120,2 ,2
6774,€ 255.000,4 ,100,2 ,3
6775,€ 670.000,4 ,110,2 ,2
6776,€ 259.000,3 ,110,2 ,1
6777,€ 360.000,3 ,82,2 ,1
6778,€ 1.250.000,3 ,135,2 ,3
6779,€ 599.000,5 ,150,2 ,4
6780,€ 210.000,3 ,80,1 ,2
6781,€ 309.000,3 ,86,2 ,1
6782,€ 140.000,3 ,50,1 ,3
6785,€ 240.000,3 ,80,1 ,1
6786,€ 410.000,3 ,85,1 ,2
6787,€ 585.000,5+ ,156,2 ,3
6788,€ 585.000,4 ,125,2 ,2
6789,€ 395.000,3 ,120,2 ,1
6790,€ 295.000,3 ,80,2 ,6
6792,€ 220.000,3 ,95,2 ,1
6793,€ 269.000,3 ,93,1 ,1
6794,€ 315.000,3 ,115,2 ,4
6795,€ 374.000,3 ,72,1 ,3
6796,€ 169.000,3 ,60,1 ,1
6797,€ 315.000,4 ,132,2 ,Ultimo
6798,€ 99.000,1 ,41,1 ,3
6799,€ 235.000,3 ,80,1 ,4
6800,€ 340.000,3 ,80,1 ,4
6801,€ 559.000,5 ,140,2 ,2
6803,€ 169.000,3 ,95,2 ,1
6804,€ 1.290.000,5 ,173,3 ,3
6805,€ 169.000,2 ,74,1 ,1
6806,€ 278.000,3 ,80,1 ,5
6808,€ 375.000,3 ,98,1 ,Piano rialzato
6809,€ 340.000,3 ,160,2 ,Piano terra
6810,€ 395.000,4 ,120,2 ,3
6811,€ 349.000,4 ,115,2 ,4
6812,€ 460.000,4 ,131,2 ,1
6813,€ 275.000,4 ,160,3 ,Piano terra
6814,€ 85.000,2 ,45,1 ,Piano terra
6815,€ 380.000,3 ,94,1 ,4
6817,€ 379.000,4 ,100,1 ,4
6818,€ 155.000,3 ,72,1 ,1
6819,€ 290.000,3 ,104,2 ,Piano terra
6821,€ 219.000,3 ,115,2 ,2
6822,€ 240.000,2 ,75,1 ,Ultimo
6823,€ 128.000,2 ,58,1 ,4
6824,€ 119.000,2 ,69,1 ,1
6825,€ 249.000,3 ,60,1 ,Ultimo
6826,€ 620.000,5 ,160,2 ,1
6827,€ 79.000,1 ,35,1 ,1
6828,€ 149.000,2 ,83,1 ,Piano terra
6829,€ 595.000,3 ,130,2 ,6
6830,€ 143.000,2 ,40,1 ,1
6831,€ 265.000,3 ,73,1 ,1
6832,€ 229.000,3 ,72,1 ,2
6834,€ 450.000,5+ ,151,2 ,7
6838,€ 155.000,4 ,90,1 ,Piano rialzato
6839,€ 369.000,4 ,114,2 ,Piano terra
6840,€ 499.000,3 ,129,2 ,Piano terra
6841,€ 430.000,4 ,132,2 ,5
6842,€ 119.000,2 ,45,1 ,Piano terra
6843,€ 189.000,3 ,75,1 ,Piano terra
6844,€ 690.000,5 ,155,2 ,4
6845,€ 450.000,3 ,120,2 ,4
6846,€ 390.000,4 ,124,2 ,1
6847,€ 239.000,4 ,90,1 ,3
6848,€ 730.000,5 ,145,1 ,3
6849,€ 280.000,2 ,63,1 ,2
6851,€ 144.000,2 ,60,1 ,2
6852,€ 230.000,2 ,60,1 ,1
6853,€ 305.000,3 ,100,2 ,3
6854,€ 289.000,3 ,89,1 ,1
6855,€ 125.000,2 ,49,1 ,3
6856,€ 239.000,3 ,85,2 ,4
6858,€ 490.000,3 ,105,1 ,Ultimo
6859,€ 320.000,3 ,83,1 ,Piano rialzato
6861,€ 1.070.000,5+ ,240,3 ,5
6862,€ 1.300.000,3 ,112,1 ,4
6863,€ 645.000,5+ ,150,2 ,2
6864,PREZZO SU RICHIESTA,5+ ,300,3+ ,4
6865,€ 165.000,3 ,70,1 ,6
6866,€ 520.000,3 ,100,2 ,1
6867,€ 179.000,3 ,90,2 ,1
6868,€ 380.000,4 ,136,2 ,Piano terra
6869,€ 262.000,3 ,94,2 ,Piano terra
6870,€ 270.000,3 ,100,2 ,3
6871,€ 490.000,5 ,115,2 ,1
6872,€ 519.000,5 ,140,2 ,2
6873,€ 398.000,5 ,151,3 ,Piano terra
6874,€ 330.000,3 ,60,1 ,Piano terra
6876,€ 139.000,3 ,85,1 ,1
6877,€ 185.000,3 ,73,1 ,2
6881,€ 529.000,5 ,190,3 ,Piano terra
6883,€ 290.000,3 ,115,3 ,5
6884,€ 183.000,2 ,65,1 ,4
6885,€ 185.000,3 ,80,1 ,2
6890,€ 270.000,3 ,75,1 ,6
6891,€ 360.000,3 ,95,2 ,1
6893,€ 385.000,2 ,63,1 ,2
6894,€ 195.000,3 ,90,2 ,1
6896,€ 410.000,4 ,110,2 ,4
6897,€ 377.000,3 ,102,2 ,1
6898,€ 260.000,3 ,52,1 ,5
6900,€ 320.000,2 ,100,2 ,Piano terra
6901,€ 520.000,5+ ,140,2 ,1
6902,€ 438.000,3 ,115,2 ,6
